product_id,product_name,category,subcategory,cost_price
PROD0235,  AFTER KITCHEN  ,Home,Kitchen,1545.62
PROD0236,Time Jeans,Clothing,Jeans,3229.76
PROD0237,Movement Comics,Books,Comics,525.02
PROD0238,Program Laptop,Electronics,Laptop,2439.53
PROD0239,Allow Shirt,Clothing,Shirt,1254.05
PROD0240,Tax Decor,Home,Decor,3642.12
PROD0241,Party Camera,Electronics,Camera,3494.57
PROD0242,Particular Mobile,Electronics,Mobile,882.61
PROD0243,Interview Furniture,Home,Furniture,4709.11
PROD0244,Specific Kitchen,Home,Kitchen,754.49
PROD0245,Performance Shoes,Clothing,Shoes,3068.12
PROD0246,Difference Comics,Books,Comics,4029.78
PROD0247,What Jeans,Clothing,Jeans,3019.49
PROD0248,Although Headphones,Electronics,Headphones,1872.75
PROD0249,Ok Mobile,Electronics,Mobile,4524.15
PROD0250,  ever jeans  ,Clothing,Jeans,2265.02
PROD0251,  of shoes  ,Clothing,Shoes,4062.59
PROD0252,Wall Education,Books,Education,2338.31
PROD0253,Notice Headphones,Electronics,Headphones,1610.03
PROD0254,Marriage Headphones,Electronics,Headphones,114.78
PROD0255,  READY SHIRT  ,Clothing,Shirt,412.42
PROD0256,Stage Mobile,Electronics,Mobile,2413.15
PROD0257,  CHURCH APPLIANCES  ,Home,Appliances,3243.47
PROD0258,History Biography,Books,Biography,1974.15
PROD0259,  including comics  ,Books,Comics,4385.31
PROD0260,  dog jacket  ,Clothing,Jacket,2025.99
PROD0261,Vote Jeans,Clothing,Jeans,3805.28
PROD0262,Sport Appliances,Home,Appliances,2767.78
PROD0263,Perform Education,Books,Education,1796.18
PROD0264,Significant Kitchen,Home,Kitchen,3652.62
PROD0265,Tough Mobile,Electronics,Mobile,2154.28
PROD0266,Fill Laptop,Electronics,Laptop,594.39
PROD0267,Center Headphones,Electronics,Headphones,3546.1
PROD0268,Majority Laptop,Electronics,Laptop,2071.1
PROD0269,More Jeans,Clothing,Jeans,3902.71
PROD0270,Mrs Jacket,Clothing,Jacket,4590.35
PROD0271,Believe Decor,Home,Decor,4393.67
PROD0272,Industry Shoes,Clothing,Shoes,398.69
PROD0273,Himself Shoes,Clothing,Shoes,329.73
PROD0274,Morning Appliances,Home,Appliances,1661.8
PROD0275,  ACTION COMICS  ,Books,Comics,3796.64
PROD0276,Recognize Education,Books,Education,1573.61
PROD0277,Edge Shoes,Clothing,Shoes,2855.69
PROD0278,Thus Education,Books,Education,1349.48
PROD0279,Sure Furniture,Home,Furniture,4250.95
PROD0280,  POSITIVE LAPTOP  ,Electronics,Laptop,3064.35
PROD0281,  return mobile  ,Electronics,Mobile,3649.1
PROD0282,Company Shoes,Clothing,Shoes,4544.46
PROD0283,Sometimes Furniture,Home,Furniture,1031.12
PROD0284,My Headphones,Electronics,Headphones,3508.57
PROD0285,Challenge Shoes,Clothing,Shoes,2805.19
PROD0286,Like Appliances,Home,Appliances,3278.73
PROD0287,Collection Decor,Home,Decor,4425.78
PROD0288,Country Fiction,Books,Fiction,3639.83
PROD0289,Others Kitchen,Home,Kitchen,2128.26
PROD0290,  others jeans  ,Clothing,Jeans,2961.76
PROD0291,  RECEIVE BIOGRAPHY  ,Books,Biography,1961.21
PROD0292,Turn Shoes,Clothing,Shoes,4722.98
PROD0293,Child Decor,Home,Decor,2494.24
PROD0294,  simply comics  ,Books,Comics,929.4
PROD0295,Sign Education,Books,Education,2756.47
PROD0296,Member Mobile,Electronics,Mobile,464.22
PROD0297,Wrong Mobile,Electronics,Mobile,4228.47
PROD0298,Her Shirt,Clothing,Shirt,144.79
PROD0299,  amount biography  ,Books,Biography,4676.13
PROD0300,  discuss comics  ,Books,Comics,2115.56
PROD0301,Sort Camera,Electronics,Camera,1504.77
PROD0302,  METHOD EDUCATION  ,Books,Education,829.6
PROD0303,Each Jacket,Clothing,Jacket,1409.89
PROD0304,At Fiction,Books,Fiction,2089.53
PROD0305,Everything Jeans,Clothing,Jeans,4157.5
PROD0306,  HOPE MOBILE  ,Electronics,Mobile,2808.24
PROD0307,East Mobile,Electronics,Mobile,505.16
PROD0308,And Biography,Books,Biography,4304.01
PROD0309,Relate Mobile,Electronics,Mobile,4516.24
PROD0310,  DESIGN BIOGRAPHY  ,Books,Biography,4635.37
PROD0311,National Laptop,Electronics,Laptop,1640.97
PROD0312,Whatever Jeans,Clothing,Jeans,3592.29
PROD0313,Strong Fiction,Books,Fiction,2863.4
PROD0314,Herself Biography,Books,Biography,3724.75
PROD0315,  IMPORTANT CAMERA  ,Electronics,Camera,4209.51
PROD0316,Manager Appliances,Home,Appliances,1699.25
PROD0317,Whose Appliances,Home,Appliances,1843.47
PROD0318,  look comics  ,Books,Comics,1962.36
PROD0319,Upon Kitchen,Home,Kitchen,501.99
PROD0320,Any Shoes,Clothing,Shoes,3206.11
PROD0321,Among Biography,Books,Biography,548.45
PROD0322,Range Appliances,Home,Appliances,1421.86
PROD0323,  GAME SHIRT  ,Clothing,Shirt,2818.23
PROD0324,  BOARD FICTION  ,Books,Fiction,556.01
PROD0325,  SCORE APPLIANCES  ,Home,Appliances,3917.93
PROD0326,Near Jeans,Clothing,Jeans,930.56
PROD0327,Property Decor,Home,Decor,815.08
PROD0328,Themselves Shoes,Clothing,Shoes,1568.79
PROD0329,Eye Camera,Electronics,Camera,1308.29
PROD0330,They Education,Books,Education,763.9
PROD0331,Site Headphones,Electronics,Headphones,3138.94
PROD0332,Everyone Appliances,Home,Appliances,4095.83
PROD0333,Particular Jacket,Clothing,Jacket,4741.67
PROD0334,Off Shoes,Clothing,Shoes,4826.42
PROD0335,Over Decor,Home,Decor,3201.22
PROD0336,Contain Jacket,Clothing,Jacket,4100.82
PROD0337,  however biography  ,Books,Biography,3001.91
PROD0338,Ready Shirt,Clothing,Shirt,2361.95
PROD0339,Human Shoes,Clothing,Shoes,4173.28
PROD0340,History Headphones,Electronics,Headphones,781.98
PROD0341,People Kitchen,Home,Kitchen,855.3
PROD0342,  ready comics  ,Books,Comics,2448.25
PROD0343,Water Comics,Books,Comics,3974.53
PROD0344,  THING FURNITURE  ,Home,Furniture,3357.0
PROD0345,Bank Shirt,Clothing,Shirt,3260.65
PROD0346,Nation Biography,Books,Biography,2209.23
PROD0347,Enter Mobile,Electronics,Mobile,2602.31
PROD0348,However Shoes,Clothing,Shoes,2369.01
PROD0349,Whatever Jacket,Clothing,Jacket,2465.58
PROD0350,Dog Appliances,Home,Appliances,520.69
PROD0351,Name Jacket,Clothing,Jacket,2331.13
PROD0352,Into Shoes,Clothing,Shoes,578.35
PROD0353,  HEAD BIOGRAPHY  ,Books,Biography,3582.82
PROD0354,Technology Camera,Electronics,Camera,3417.98
PROD0355,Trip Jeans,Clothing,Jeans,2804.36
PROD0356,Hair Appliances,Home,Appliances,1236.09
PROD0357,  message education  ,Books,Education,2038.35
PROD0358,Structure Shoes,Clothing,Shoes,2005.3
PROD0359,Meet Jeans,Clothing,Jeans,3548.42
PROD0360,Very Mobile,Electronics,Mobile,2730.76
PROD0361,  PM DECOR  ,Home,Decor,3386.44
PROD0362,According Biography,Books,Biography,3095.41
PROD0363,More Camera,Electronics,Camera,2343.52
PROD0364,Us Jacket,Clothing,Jacket,2991.82
PROD0365,  CHAIR JACKET  ,Clothing,Jacket,996.92
PROD0366,Less Shoes,Clothing,Shoes,775.55
PROD0367,  company comics  ,Books,Comics,3497.82
PROD0368,Drug Jeans,Clothing,Jeans,787.45
PROD0369,Ball Appliances,Home,Appliances,4341.06
PROD0370,  my headphones  ,Electronics,Headphones,4822.76
PROD0371,Question Comics,Books,Comics,2136.59
PROD0372,  fast comics  ,Books,Comics,3999.82
PROD0373,  DEVELOPMENT JACKET  ,Clothing,Jacket,1514.48
PROD0374,Citizen Comics,Books,Comics,654.73
PROD0375,Culture Camera,Electronics,Camera,4134.09
PROD0376,Coach Furniture,Home,Furniture,2262.7
PROD0377,  high shoes  ,Clothing,Shoes,3781.59
PROD0378,Play Furniture,Home,Furniture,1808.03
PROD0379,Series Headphones,Electronics,Headphones,675.19
PROD0380,Technology Jeans,Clothing,Jeans,2980.83
PROD0381,  BY APPLIANCES  ,Home,Appliances,1112.44
PROD0382,Recent Shirt,Clothing,Shirt,2708.18
PROD0383,Drug Jacket,Clothing,Jacket,1533.91
PROD0384,  join furniture  ,Home,Furniture,2116.82
PROD0385,Talk Camera,Electronics,Camera,721.75
PROD0386,  GIVE JEANS  ,Clothing,Jeans,1313.02
PROD0387,  service comics  ,Books,Comics,3176.28
PROD0388,  build comics  ,Books,Comics,3867.53
PROD0389,Meet Biography,Books,Biography,4398.86
PROD0390,Republican Comics,Books,Comics,112.12
PROD0391,Measure Headphones,Electronics,Headphones,3516.72
PROD0392,Measure Headphones,Electronics,Headphones,2205.25
PROD0393,Develop Shoes,Clothing,Shoes,4158.88
PROD0394,Performance Kitchen,Home,Kitchen,2478.16
PROD0395,  color furniture  ,Home,Furniture,4199.84
PROD0396,Radio Mobile,Electronics,Mobile,874.12
PROD0397,These Fiction,Books,Fiction,2196.22
PROD0398,  item jacket  ,Clothing,Jacket,1442.7
PROD0399,  age decor  ,Home,Decor,3279.66
PROD0400,Either Headphones,Electronics,Headphones,3657.34
PROD0401,Animal Shoes,Clothing,Shoes,3548.12
PROD0402,Care Laptop,Electronics,Laptop,750.23
PROD0403,  painting shoes  ,Clothing,Shoes,4103.83
PROD0404,Person Education,Books,Education,1221.84
PROD0405,  COLLEGE MOBILE  ,Electronics,Mobile,1566.35
PROD0406,Center Education,Books,Education,3417.97
PROD0407,Professional Mobile,Electronics,Mobile,904.17
PROD0408,Music Kitchen,Home,Kitchen,841.73
PROD0409,Among Comics,Books,Comics,524.77
PROD0410,Vote Laptop,Electronics,Laptop,2988.91
PROD0411,Page Biography,Books,Biography,1641.07
PROD0412,Choice Jeans,Clothing,Jeans,512.82
PROD0413,Arrive Furniture,Home,Furniture,3326.19
PROD0414,Compare Kitchen,Home,Kitchen,2596.66
PROD0415,Evening Biography,Books,Biography,3940.63
PROD0416,Win Shoes,Clothing,Shoes,1281.3
PROD0417,Couple Mobile,Electronics,Mobile,4676.23
PROD0418,Nation Shoes,Clothing,Shoes,2885.06
PROD0419,Into Kitchen,Home,Kitchen,4776.82
PROD0420,Place Mobile,Electronics,Mobile,167.59
PROD0421,Organization Shirt,Clothing,Shirt,4748.53
PROD0422,Public Biography,Books,Biography,2555.14
PROD0423,After Comics,Books,Comics,503.9
PROD0424,  UNIT JACKET  ,Clothing,Jacket,4612.53
PROD0425,Serve Jacket,Clothing,Jacket,3208.04
PROD0426,Should Camera,Electronics,Camera,3676.8
PROD0427,Recently Shirt,Clothing,Shirt,4630.68
PROD0428,Term Headphones,Electronics,Headphones,369.64
PROD0429,  FEDERAL SHIRT  ,Clothing,Shirt,155.62
PROD0430,Your Biography,Books,Biography,3936.64
PROD0431,Bed Kitchen,Home,Kitchen,3773.9
PROD0432,Direction Furniture,Home,Furniture,243.85
PROD0433,List Biography,Books,Biography,1388.45
PROD0434,Policy Headphones,Electronics,Headphones,1864.61
PROD0435,Market Education,Books,Education,1350.07
PROD0436,Trip Mobile,Electronics,Mobile,2593.24
PROD0437,Meet Mobile,Electronics,Mobile,2411.65
PROD0438,  conference education  ,Books,Education,273.28
PROD0439,Discuss Education,Books,Education,2139.66
PROD0440,Then Decor,Home,Decor,2900.53
PROD0441,  item mobile  ,Electronics,Mobile,4908.93
PROD0442,Plant Fiction,Books,Fiction,4343.56
PROD0443,  CHARACTER DECOR  ,Home,Decor,1907.7
PROD0444,Study Decor,Home,Decor,1288.66
PROD0445,Pass Appliances,Home,Appliances,3901.84
PROD0446,  TEND JEANS  ,Clothing,Jeans,1241.69
PROD0447,Speak Furniture,Home,Furniture,107.16
PROD0448,  court biography  ,Books,Biography,1267.02
PROD0449,Price Fiction,Books,Fiction,797.63
PROD0450,  RECEIVE FURNITURE  ,Home,Furniture,4242.97
PROD0451,Much Biography,Books,Biography,3764.71
PROD0452,Everything Laptop,Electronics,Laptop,2032.32
PROD0453,Computer Headphones,Electronics,Headphones,740.47
PROD0454,Shake Decor,Home,Decor,4637.61
PROD0455,Rich Biography,Books,Biography,1432.58
PROD0456,  guess laptop  ,Electronics,Laptop,633.97
PROD0457,Win Laptop,Electronics,Laptop,1638.76
PROD0458,Long Camera,Electronics,Camera,1117.42
PROD0459,Pick Appliances,Home,Appliances,687.58
PROD0460,Performance Jacket,Clothing,Jacket,3514.7
PROD0461,Authority Laptop,Electronics,Laptop,1706.19
PROD0462,Drug Laptop,Electronics,Laptop,2041.6
PROD0463,Human Camera,Electronics,Camera,4954.32
PROD0464,Image Headphones,Electronics,Headphones,2824.17
PROD0465,Cause Shirt,Clothing,Shirt,4039.09
PROD0466,  boy shirt  ,Clothing,Shirt,4914.58
PROD0467,Admit Jeans,Clothing,Jeans,1923.97
PROD0468,Degree Camera,Electronics,Camera,467.44
PROD0469,Necessary Laptop,Electronics,Laptop,2272.81
PROD0470,Trade Shirt,Clothing,Shirt,4163.85
PROD0471,  WHERE FURNITURE  ,Home,Furniture,923.15
PROD0472,Mother Comics,Books,Comics,1975.37
PROD0473,Return Education,Books,Education,4550.69
PROD0474,Kind Decor,Home,Decor,828.29
PROD0475,The Jacket,Clothing,Jacket,4425.62
PROD0476,  CITIZEN FICTION  ,Books,Fiction,2154.25
PROD0477,Police Shirt,Clothing,Shirt,3931.39
PROD0478,Big Appliances,Home,Appliances,2474.93
PROD0479,Cost Appliances,Home,Appliances,227.71
PROD0480,Maybe Shirt,Clothing,Shirt,3914.84
PROD0481,Week Headphones,Electronics,Headphones,3857.53
PROD0482,  possible jeans  ,Clothing,Jeans,1405.98
PROD0483,Plan Laptop,Electronics,Laptop,4915.06
PROD0484,American Biography,Books,Biography,4958.56
PROD0485,Understand Jeans,Clothing,Jeans,1658.22
PROD0486,Step Furniture,Home,Furniture,1823.24
PROD0487,Night Jeans,Clothing,Jeans,4070.97
PROD0488,  MOST BIOGRAPHY  ,Books,Biography,375.22
PROD0489,Soldier Shirt,Clothing,Shirt,103.35
PROD0490,Buy Jeans,Clothing,Jeans,969.55
PROD0491,  better furniture  ,Home,Furniture,4594.4
PROD0492,Meet Camera,Electronics,Camera,1930.59
PROD0493,Receive Fiction,Books,Fiction,1680.76
PROD0494,Case Shoes,Clothing,Shoes,4807.24
PROD0495,Week Kitchen,Home,Kitchen,2853.69
PROD0496,Player Kitchen,Home,Kitchen,4090.83
PROD0497,Notice Biography,Books,Biography,1543.13
PROD0498,Their Shirt,Clothing,Shirt,4748.62
PROD0499,  ABILITY FICTION  ,Books,Fiction,4063.15
PROD0500,Watch Shirt,Clothing,Shirt,789.15
