item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00193,ORD00308,PROD0313,2,4315.05,30
ITEM00194,ORD00015,PROD0084,1,1963.27,39
ITEM00195,ORD00224,PROD0285,4,4905.22,4
ITEM00196,ORD00070,PROD0373,2,1874.75,35
ITEM00197,ORD00437,PROD0258,5,2477.36,92
ITEM00198,ORD00029,PROD0220,4,3310.61,10
ITEM00199,ORD00444,PROD0330,3,979.82,52
ITEM00200,ORD00454,PROD0155,3,628.06,92
ITEM00201,ORD00293,PROD0479,2,490.68,15
ITEM00202,ORD00298,PROD0464,5,6875.66,67
ITEM00203,ORD00047,PROD0051,3,3431.79,15
ITEM00204,ORD00300,PROD0236,3,6971.14,95
ITEM00205,ORD00112,PROD0080,2,5183.93,22
ITEM00206,ORD00226,PROD0181,2,6013.47,75
ITEM00207,ORD00192,PROD0321,1,1156.96,14
ITEM00208,ORD00244,PROD0414,3,5420.68,35
ITEM00209,ORD00367,PROD0310,2,7778.43,39
ITEM00210,ORD00464,PROD0460,1,6985.67,94
ITEM00211,ORD00404,PROD0304,1,4331.76,32
ITEM00212,ORD00328,PROD0141,5,6753.12,46
ITEM00213,ORD00122,PROD0430,1,9113.09,49
ITEM00214,ORD00202,PROD0192,1,10227.22,32
ITEM00215,ORD00422,PROD0447,3,234.0,38
ITEM00216,ORD00083,PROD0153,2,4530.32,80
ITEM00217,ORD00393,PROD0496,3,8336.12,4
ITEM00218,ORD00422,PROD0191,3,6701.5,62
ITEM00219,ORD00475,PROD0314,4,8542.76,91
ITEM00220,ORD00420,PROD0218,4,4788.91,20
ITEM00221,ORD00181,PROD0490,3,1693.93,93
ITEM00222,ORD00233,PROD0305,5,8746.44,97
ITEM00223,ORD00095,PROD0084,1,2609.32,82
ITEM00224,ORD00103,PROD0405,-2,3158.99,40
ITEM00225,ORD00081,PROD0234,5,5613.88,91
ITEM00226,ORD00352,PROD0128,2,2191.79,40
ITEM00227,ORD00377,PROD0238,4,3350.85,22
ITEM00228,ORD00410,PROD0463,5,7760.13,10
ITEM00229,ORD00202,PROD0120,4,1922.93,73
ITEM00230,ORD00012,PROD0184,-2,6845.15,82
ITEM00231,ORD00465,PROD0393,5,5471.71,59
ITEM00232,ORD00437,PROD0323,2,4000.15,51
ITEM00233,ORD00134,PROD0234,5,5133.47,47
ITEM00234,ORD00061,PROD0070,2,2156.95,67
ITEM00235,ORD00476,PROD0260,4,3626.16,86
ITEM00236,ORD00366,PROD0038,4,1508.1,100
ITEM00237,ORD00254,PROD0054,3,3746.27,55
ITEM00238,ORD00422,PROD0446,2,1946.79,86
ITEM00239,ORD00210,PROD0203,2,6601.71,3
ITEM00240,ORD00121,PROD0046,3,7479.98,31
ITEM00241,ORD00332,PROD0367,3,6280.73,1
ITEM00242,ORD00166,PROD0107,4,4377.17,50
ITEM00243,ORD00363,PROD0442,2,7602.44,76
ITEM00244,ORD00286,PROD0411,3,2094.63,42
ITEM00245,ORD00182,PROD0046,2,9320.22,85
ITEM00246,ORD00415,PROD0088,5,1196.4,32
ITEM00247,ORD00155,PROD0475,5,10934.74,85
ITEM00248,ORD00457,PROD0404,3,2355.01,74
ITEM00249,ORD00258,PROD0079,2,6530.76,43
ITEM00250,ORD00163,PROD0110,4,6642.53,55
ITEM00251,ORD00161,PROD0327,2,1024.89,16
ITEM00252,ORD00428,PROD0101,4,4436.09,46
ITEM00253,ORD00449,PROD0329,4,2017.62,97
ITEM00254,ORD00224,PROD0444,3,3041.85,40
ITEM00255,ORD00078,PROD0201,4,4993.57,84
ITEM00256,ORD00077,PROD0211,4,2258.96,23
ITEM00257,ORD00084,PROD0367,1,7407.51,55
ITEM00258,ORD00475,PROD0410,1,5509.71,56
ITEM00259,ORD00288,PROD0385,3,1321.35,63
ITEM00260,ORD00444,PROD0226,1,5296.9,44
ITEM00261,ORD00146,PROD0198,1,2485.02,21
ITEM00262,ORD00289,PROD0259,5,10341.28,74
ITEM00263,ORD00498,PROD0200,2,3761.76,98
ITEM00264,ORD00472,PROD0487,5,5291.8,98
ITEM00265,ORD00455,PROD0360,4,4443.64,36
ITEM00266,ORD00303,PROD0374,1,1576.52,13
ITEM00267,ORD00042,PROD0410,3,5374.97,90
ITEM00268,ORD00490,PROD0163,4,5561.59,84
ITEM00269,ORD00023,PROD0035,1,3019.44,57
ITEM00270,ORD00376,PROD0287,3,10528.67,72
ITEM00271,ORD00025,PROD0065,2,6531.22,36
ITEM00272,ORD00381,PROD0212,3,1346.32,77
ITEM00273,ORD00131,PROD0498,4,6797.24,98
ITEM00274,ORD00437,PROD0273,4,484.93,49
ITEM00275,ORD00386,PROD0017,4,8866.19,19
ITEM00276,ORD00411,PROD0382,1,4771.99,39
ITEM00277,ORD00341,PROD0451,5,4988.03,47
ITEM00278,ORD00229,PROD0464,5,6639.73,60
ITEM00279,ORD00217,PROD0158,3,4676.1,54
ITEM00280,ORD00223,PROD0222,3,721.53,11
ITEM00281,ORD00499,PROD0012,1,2848.8,28
ITEM00282,ORD00270,PROD0137,2,3550.17,67
ITEM00283,ORD00224,PROD0491,1,5986.22,61
ITEM00284,ORD00066,PROD0111,3,8104.29,38
ITEM00285,ORD00152,PROD0127,2,8127.37,70
ITEM00286,ORD00263,PROD0321,1,734.88,54
ITEM00287,ORD00339,PROD0213,4,2567.64,32
ITEM00288,ORD00042,PROD0240,3,8009.9,2
ITEM00289,ORD00237,PROD0139,1,3357.97,23
ITEM00290,ORD00214,PROD0343,4,9299.53,38
ITEM00291,ORD00233,PROD0450,3,9269.02,57
ITEM00292,ORD00175,PROD0312,5,8825.31,23
ITEM00293,ORD00383,PROD0121,2,2942.46,33
ITEM00294,ORD00010,PROD0109,1,719.24,14
ITEM00295,ORD00245,PROD0315,1,7569.59,51
ITEM00296,ORD00156,PROD0052,5,845.39,78
ITEM00297,ORD00494,PROD0048,3,9925.94,50
ITEM00298,ORD00070,PROD0014,3,2484.13,14
ITEM00299,ORD00097,PROD0107,1,4110.99,26
ITEM00300,ORD00333,PROD0170,4,2707.78,80
ITEM00301,ORD00155,PROD0286,5,7215.3,18
ITEM00302,ORD00060,PROD0173,4,1705.92,19
ITEM00303,ORD00242,PROD0067,4,1978.01,57
ITEM00304,ORD00151,PROD0045,5,2456.1,50
ITEM00305,ORD00053,PROD0496,1,8261.57,91
ITEM00306,ORD00435,PROD0319,4,925.88,74
ITEM00307,ORD00149,PROD0339,5,5208.76,51
ITEM00308,ORD00372,PROD0380,4,5946.59,86
ITEM00309,ORD00032,PROD0172,4,3000.41,54
ITEM00310,ORD00033,PROD0292,5,7312.13,82
ITEM00311,ORD00060,PROD0411,4,3024.86,82
ITEM00312,ORD00224,PROD0209,3,3241.31,36
ITEM00313,ORD00225,PROD0239,2,1883.25,28
ITEM00314,ORD00174,PROD0013,5,4458.12,91
ITEM00315,ORD00151,PROD0493,4,3596.65,49
ITEM00316,ORD00345,PROD0446,4,2543.29,46
ITEM00317,ORD00433,PROD0170,4,2522.38,26
ITEM00318,ORD00045,PROD0404,3,2525.76,16
ITEM00319,ORD00311,PROD0055,2,8190.33,53
ITEM00320,ORD00108,PROD0238,4,4693.36,2
ITEM00321,ORD00183,PROD0250,3,4711.26,22
ITEM00322,ORD00033,PROD0356,5,2026.02,14
ITEM00323,ORD00288,PROD0194,5,4254.6,33
ITEM00324,ORD00394,PROD0210,3,2064.22,71
ITEM00325,ORD00437,PROD0283,3,2162.44,65
ITEM00326,ORD00362,PROD0004,5,4430.19,56
ITEM00327,ORD00387,PROD0424,4,6200.21,13
ITEM00328,ORD00440,PROD0080,5,9084.45,71
ITEM00329,ORD00086,PROD0417,1,9440.86,26
ITEM00330,ORD00150,PROD0012,3,3351.42,97
ITEM00331,ORD00446,PROD0307,5,671.4,82
ITEM00332,ORD00071,PROD0475,3,6018.31,25
ITEM00333,ORD00394,PROD0404,4,2687.73,31
ITEM00334,ORD00259,PROD0184,4,4057.5,34
ITEM00335,ORD00213,PROD0204,3,5527.85,85
ITEM00336,ORD00386,PROD0302,2,1566.74,100
ITEM00337,ORD00220,PROD0016,2,3173.19,52
ITEM00338,ORD00265,PROD0389,4,9822.61,46
ITEM00339,ORD00395,PROD0319,1,608.88,66
ITEM00340,ORD00162,PROD0162,1,4813.38,98
ITEM00341,ORD00202,PROD0048,2,10349.83,84
ITEM00342,ORD00030,PROD0201,2,6418.81,91
ITEM00343,ORD00215,PROD0197,5,1852.45,87
ITEM00344,ORD00370,PROD0245,5,6644.03,44
ITEM00345,ORD00461,PROD0169,1,6125.13,18
ITEM00346,ORD00106,PROD0078,4,1619.26,79
ITEM00347,ORD00358,PROD0082,5,5897.09,100
ITEM00348,ORD00452,PROD0259,4,6981.37,4
ITEM00349,ORD00372,PROD0223,5,1265.08,16
ITEM00350,ORD00146,PROD0304,5,3088.02,65
ITEM00351,ORD00175,PROD0431,5,8242.8,20
ITEM00352,ORD00408,PROD0083,-1,3216.82,33
ITEM00353,ORD00156,PROD0198,2,3713.99,64
ITEM00354,ORD00431,PROD0047,1,6591.69,80
ITEM00355,ORD00025,PROD0154,5,7483.82,15
ITEM00356,ORD00378,PROD0407,4,1091.13,43
ITEM00357,ORD00298,PROD0222,2,691.3,80
ITEM00358,ORD00120,PROD0033,5,6193.64,36
ITEM00359,ORD00366,PROD0267,5,5996.33,94
ITEM00360,ORD00265,PROD0469,2,4448.07,99
ITEM00361,ORD00076,PROD0329,3,2780.29,52
ITEM00362,ORD00218,PROD0002,1,2944.7,60
ITEM00363,ORD00190,PROD0100,2,741.66,51
ITEM00364,ORD00399,PROD0162,5,4788.42,33
ITEM00365,ORD00217,PROD0158,5,8858.38,88
ITEM00366,ORD00214,PROD0279,4,9653.72,18
ITEM00367,ORD00365,PROD0173,5,2162.65,90
ITEM00368,ORD00061,PROD0446,5,2611.04,58
ITEM00369,ORD00081,PROD0181,4,8432.92,47
ITEM00370,ORD00210,PROD0390,1,150.63,47
ITEM00371,ORD00268,PROD0250,5,3169.43,47
ITEM00372,ORD00156,PROD0055,3,7043.29,3
ITEM00373,ORD00302,PROD0383,2,2681.71,39
ITEM00374,ORD00420,PROD0377,3,8174.13,0
ITEM00375,ORD00035,PROD0231,1,1459.02,53
ITEM00376,ORD00290,PROD0373,4,2708.02,43
ITEM00377,ORD00369,PROD0033,4,8544.54,16
ITEM00378,ORD00236,PROD0303,2,3087.92,85
ITEM00379,ORD00373,PROD0320,4,5202.81,79
ITEM00380,ORD00120,PROD0191,5,7176.94,43
ITEM00381,ORD00344,PROD0083,5,3986.63,94
ITEM00382,ORD00444,PROD0128,3,1789.56,3
ITEM00383,ORD00396,PROD0255,5,874.17,71
ITEM00384,ORD00044,PROD0249,1,6560.72,79
ITEM00385,ORD00028,PROD0452,5,4967.97,66
ITEM00386,ORD00258,PROD0165,2,5963.81,15
ITEM00387,ORD00010,PROD0265,5,3355.19,26
ITEM00388,ORD00430,PROD0238,2,5742.54,56
ITEM00389,ORD00311,PROD0092,1,749.32,75
ITEM00390,ORD00479,PROD0443,1,2346.93,55
ITEM00391,ORD00441,PROD0362,2,5838.79,48
ITEM00392,ORD00051,PROD0175,3,5923.75,36
ITEM00393,ORD00394,PROD0127,2,5517.94,39
ITEM00394,ORD00031,PROD0321,4,1096.25,41
ITEM00395,ORD00030,PROD0209,-2,4193.28,12
ITEM00396,ORD00458,PROD0183,3,5869.74,48
ITEM00397,ORD00123,PROD0163,1,7813.55,75
ITEM00398,ORD00386,PROD0233,2,4441.36,14
ITEM00399,ORD00238,PROD0338,3,4532.72,8
ITEM00400,ORD00325,PROD0426,-4,5529.4,2
ITEM00401,ORD00301,PROD0043,3,1680.74,31
ITEM00402,ORD00065,PROD0082,5,5708.15,52
ITEM00403,ORD00326,PROD0183,4,6699.0,100
ITEM00404,ORD00087,PROD0416,2,2840.17,68
ITEM00405,ORD00285,PROD0483,4,8784.51,0
ITEM00406,ORD00318,PROD0103,4,7237.2,21
ITEM00407,ORD00472,PROD0382,1,4947.42,76
ITEM00408,ORD00195,PROD0350,3,1301.21,80
ITEM00409,ORD00262,PROD0221,2,1992.33,20
ITEM00410,ORD00154,PROD0100,5,469.5,89
ITEM00411,ORD00372,PROD0453,1,1424.24,35
ITEM00412,ORD00259,PROD0157,4,6446.4,40
ITEM00413,ORD00386,PROD0018,3,6926.45,34
ITEM00414,ORD00165,PROD0493,2,2763.37,58
ITEM00415,ORD00468,PROD0073,5,4571.8,82
ITEM00416,ORD00003,PROD0459,1,1630.86,86
ITEM00417,ORD00459,PROD0164,2,1462.6,62
ITEM00418,ORD00404,PROD0419,4,11176.5,83
ITEM00419,ORD00457,PROD0112,1,8273.41,85
ITEM00420,ORD00181,PROD0119,4,9458.62,48
ITEM00421,ORD00091,PROD0417,5,10712.73,89
ITEM00422,ORD00190,PROD0277,1,6902.55,56
ITEM00423,ORD00011,PROD0327,1,1781.72,87
ITEM00424,ORD00418,PROD0223,3,1183.84,38
ITEM00425,ORD00253,PROD0473,2,11183.25,4
ITEM00426,ORD00361,PROD0377,3,8013.41,26
ITEM00427,ORD00421,PROD0305,1,8439.59,14
ITEM00428,ORD00253,PROD0250,3,3220.0,24
ITEM00429,ORD00309,PROD0266,5,1149.96,8
ITEM00430,ORD00034,PROD0496,5,5586.68,72
ITEM00431,ORD00374,PROD0489,2,229.12,24
ITEM00432,ORD00355,PROD0214,1,7246.61,78
ITEM00433,ORD00453,PROD0243,3,8429.8,54
ITEM00434,ORD00166,PROD0119,1,6765.99,52
ITEM00435,ORD00266,PROD0239,3,2265.52,46
ITEM00436,ORD00453,PROD0154,5,7326.36,6
ITEM00437,ORD00273,PROD0120,3,1466.07,0
ITEM00438,ORD00042,PROD0067,4,3783.47,3
ITEM00439,ORD00217,PROD0340,2,1912.03,31
ITEM00440,ORD00160,PROD0215,2,3648.21,80
ITEM00441,ORD00222,PROD0310,-1,10431.79,75
ITEM00442,ORD00127,PROD0162,3,3745.83,30
ITEM00443,ORD00421,PROD0033,3,6112.18,30
ITEM00444,ORD00318,PROD0053,1,5358.45,12
ITEM00445,ORD00044,PROD0341,4,2109.93,4
ITEM00446,ORD00435,PROD0380,4,6263.83,100
ITEM00447,ORD00411,PROD0357,2,3617.04,38
ITEM00448,ORD00034,PROD0181,5,4628.95,7
ITEM00449,ORD00436,PROD0418,5,4892.75,12
ITEM00450,ORD00120,PROD0088,5,2208.11,100
ITEM00451,ORD00197,PROD0223,-5,1068.86,54
ITEM00452,ORD00174,PROD0355,5,5738.28,86
ITEM00453,ORD00169,PROD0147,1,8110.93,13
ITEM00454,ORD00366,PROD0274,-1,2140.08,24
ITEM00455,ORD00261,PROD0099,5,2278.57,53
ITEM00456,ORD00228,PROD0367,4,5042.81,17
ITEM00457,ORD00160,PROD0311,1,3216.1,65
ITEM00458,ORD00454,PROD0180,3,7695.74,18
ITEM00459,ORD00309,PROD0359,2,5839.88,47
ITEM00460,ORD00337,PROD0166,1,10235.66,7
ITEM00461,ORD00428,PROD0045,2,2439.67,6
ITEM00462,ORD00500,PROD0204,4,4837.71,25
ITEM00463,ORD00342,PROD0044,1,1161.33,88
ITEM00464,ORD00170,PROD0447,4,247.28,72
ITEM00465,ORD00215,PROD0289,3,3463.11,13
ITEM00466,ORD00467,PROD0027,4,5907.12,28
ITEM00467,ORD00355,PROD0231,1,938.25,79
ITEM00468,ORD00377,PROD0205,2,2057.05,42
ITEM00469,ORD00095,PROD0372,4,9095.23,0
ITEM00470,ORD00184,PROD0159,-3,6186.79,14
ITEM00471,ORD00100,PROD0379,2,1364.38,97
ITEM00472,ORD00016,PROD0047,3,5707.47,36
ITEM00473,ORD00135,PROD0479,2,486.04,43
ITEM00474,ORD00101,PROD0389,5,5401.53,33
ITEM00475,ORD00347,PROD0437,-1,3324.26,83
ITEM00476,ORD00108,PROD0424,1,7364.34,30
ITEM00477,ORD00339,PROD0141,3,3928.05,67
ITEM00478,ORD00450,PROD0470,5,8844.95,15
ITEM00479,ORD00067,PROD0011,2,3497.14,24
ITEM00480,ORD00192,PROD0063,5,1843.11,54
ITEM00481,ORD00391,PROD0392,2,4412.34,24
ITEM00482,ORD00077,PROD0011,5,2546.06,6
ITEM00483,ORD00436,PROD0451,3,7005.19,74
ITEM00484,ORD00042,PROD0034,4,7346.46,84
ITEM00485,ORD00261,PROD0007,5,7443.96,82
ITEM00486,ORD00266,PROD0116,5,7056.94,41
ITEM00487,ORD00248,PROD0400,3,7791.4,63
ITEM00488,ORD00206,PROD0199,4,1593.04,74
ITEM00489,ORD00459,PROD0038,1,1507.91,30
ITEM00490,ORD00218,PROD0176,4,6936.82,73
ITEM00491,ORD00192,PROD0401,2,5431.77,10
ITEM00492,ORD00152,PROD0200,2,5548.42,45
ITEM00493,ORD00239,PROD0376,2,4222.06,43
ITEM00494,ORD00222,PROD0484,4,8586.43,63
ITEM00495,ORD00013,PROD0319,3,719.57,29
ITEM00496,ORD00184,PROD0068,3,6819.19,37
ITEM00497,ORD00330,PROD0381,5,1447.96,35
ITEM00498,ORD00037,PROD0458,2,1864.2,69
ITEM00499,ORD00346,PROD0450,2,6907.61,38
