order_id,customer_id,order_date,status
ORD00176,CUST0250,2025-05-10 11:02:00,DELIVERED
ORD00177,CUST0266,2025-01-13 07:02:00,DELIVERED
ORD00178,CUST0024,2025-02-01 00:00:00,DELIVERED
ORD00179,CUST0141,2024-04-15 22:33:00,DELIVERED
ORD00180,CUST0335,2025-08-15 17:36:00,RETURNED
ORD00181,CUST0499,2025-10-31 02:33:00,RETURNED
ORD00182,CUST0250,2025-02-19 11:52:00,RETURNED
ORD00183,CUST0085,2024-01-07 16:56:00,RETURNED
ORD00184,CUST0081,2025-10-20 08:13:00,PLACED
ORD00185,CUST0369,2025-11-07 07:26:00,CANCELLED
ORD00186,CUST0427,2025-05-05 06:37:00,SHIPPED
ORD00187,CUST0069,2024-02-14 04:36:00,PLACED
ORD00188,CUST0473,2025-08-09 04:03:00,CANCELLED
ORD00189,UNKNOWN,2025-09-05 18:40:00,DELIVERED
ORD00190,CUST0242,2024-03-28 06:28:00,SHIPPED
ORD00191,CUST0299,2024-08-12 13:38:00,SHIPPED
ORD00192,CUST0371,2025-09-30 21:32:00,CANCELLED
ORD00193,CUST0198,2025-09-02 18:04:00,PLACED
ORD00194,CUST0351,2024-07-26 16:55:00,SHIPPED
ORD00195,CUST0315,2025-09-12 03:11:00,RETURNED
ORD00196,CUST0067,2025-05-30 03:05:00,RETURNED
ORD00197,CUST0216,2024-01-02 21:41:00,PLACED
ORD00198,CUST0247,2025-06-26 13:14:00,CANCELLED
ORD00199,CUST0390,2024-12-24 18:51:00,RETURNED
ORD00200,CUST0393,2024-04-10 13:08:00,PLACED
ORD00201,CUST0132,2024-10-17 19:56:00,PLACED
ORD00202,CUST0193,2025-08-14 16:07:00,DELIVERED
ORD00203,CUST0334,2025-02-22 11:06:00,DELIVERED
ORD00204,CUST0142,2025-07-02 13:36:00,CANCELLED
ORD00205,CUST0248,2024-07-27 13:35:00,RETURNED
ORD00206,CUST0296,2025-07-22 15:16:00,CANCELLED
ORD00207,CUST0229,2024-05-21 21:07:00,SHIPPED
ORD00208,CUST0174,2024-04-12 06:32:00,RETURNED
ORD00209,CUST0494,2025-12-01 22:03:00,PLACED
ORD00210,CUST0046,2024-05-28 15:59:00,SHIPPED
ORD00211,UNKNOWN,2025-01-14 02:38:00,CANCELLED
ORD00212,CUST0494,2025-09-20 20:33:00,SHIPPED
ORD00213,UNKNOWN,2025-10-17 15:28:00,RETURNED
ORD00214,CUST0262,2024-10-19 06:02:00,SHIPPED
ORD00215,UNKNOWN,2025-09-21 05:43:00,PLACED
ORD00216,CUST0181,2024-06-10 02:17:00,CANCELLED
ORD00217,UNKNOWN,2025-08-23 06:33:00,PLACED
ORD00218,CUST0469,2025-07-16 09:46:00,DELIVERED
ORD00219,CUST0233,2024-10-10 07:38:00,RETURNED
ORD00220,CUST0055,2024-01-05 08:11:00,RETURNED
ORD00221,CUST0490,2024-10-28 10:07:00,RETURNED
ORD00222,CUST0194,2025-08-11 08:44:00,SHIPPED
ORD00223,CUST0301,2024-12-13 14:43:00,CANCELLED
ORD00224,CUST0404,2024-04-29 08:04:00,SHIPPED
ORD00225,CUST0005,2024-11-19 13:22:00,DELIVERED
ORD00226,CUST0384,2024-09-11 09:05:00,PLACED
ORD00227,CUST0112,2025-07-21 05:30:00,DELIVERED
ORD00228,CUST0098,2024-07-06 23:43:00,SHIPPED
ORD00229,CUST0106,2024-08-28 23:15:00,SHIPPED
ORD00230,CUST0062,2025-09-25 11:09:00,CANCELLED
ORD00231,CUST0491,2025-09-20 00:00:00,CANCELLED
ORD00232,CUST0452,2025-01-15 19:20:00,DELIVERED
ORD00233,CUST0144,2025-05-17 05:48:00,RETURNED
ORD00234,CUST0245,2024-05-11 01:33:00,PLACED
ORD00235,CUST0398,2025-05-29 11:25:00,PLACED
ORD00236,CUST0007,2025-06-14 14:20:00,CANCELLED
ORD00237,CUST0442,2025-08-17 03:20:00,RETURNED
ORD00238,CUST0314,2024-09-26 07:17:00,SHIPPED
ORD00239,CUST0386,2025-05-25 13:13:00,CANCELLED
ORD00240,CUST0295,2024-10-13 14:11:00,PLACED
ORD00241,CUST0196,2024-10-03 07:35:00,SHIPPED
ORD00242,CUST0069,2025-04-29 00:11:00,RETURNED
ORD00243,CUST0154,2025-06-30 23:20:00,RETURNED
ORD00244,CUST0031,2024-02-18 12:06:00,DELIVERED
ORD00245,CUST0172,2025-05-02 20:06:00,DELIVERED
ORD00246,CUST0177,2025-07-27 00:00:00,PLACED
ORD00247,CUST0295,2024-12-25 21:38:00,RETURNED
ORD00248,CUST0262,2024-06-27 09:22:00,CANCELLED
ORD00249,CUST0324,2024-03-21 12:39:00,SHIPPED
ORD00250,CUST0293,2025-10-17 10:26:00,PLACED
ORD00251,CUST0163,2024-03-22 05:21:00,DELIVERED
ORD00252,CUST0228,2025-09-11 20:25:00,DELIVERED
ORD00253,CUST0095,2025-08-24 16:28:00,SHIPPED
ORD00254,CUST0359,2024-08-28 21:16:00,SHIPPED
ORD00255,CUST0480,2024-06-19 12:06:00,RETURNED
ORD00256,CUST0392,2024-02-25 00:49:00,PLACED
ORD00257,CUST0477,2024-09-25 19:09:00,DELIVERED
ORD00258,CUST0321,2024-08-22 07:47:00,RETURNED
ORD00259,CUST0441,2024-06-23 00:02:00,CANCELLED
ORD00260,CUST0228,2025-04-23 17:59:00,RETURNED
ORD00261,CUST0384,2024-06-30 18:38:00,RETURNED
ORD00262,CUST0159,2025-03-21 16:40:00,CANCELLED
ORD00263,CUST0158,2025-07-06 07:51:00,DELIVERED
ORD00264,UNKNOWN,2024-06-08 09:00:00,SHIPPED
ORD00265,CUST0353,2024-12-18 09:30:00,CANCELLED
ORD00266,CUST0150,2024-11-02 00:49:00,PLACED
ORD00267,CUST0288,2025-07-15 11:12:00,SHIPPED
ORD00268,CUST0425,2024-06-16 22:47:00,DELIVERED
ORD00269,CUST0392,2024-03-22 13:40:00,RETURNED
ORD00270,CUST0415,2024-10-05 09:41:00,SHIPPED
ORD00271,CUST0327,2024-03-11 05:08:00,CANCELLED
ORD00272,CUST0165,2024-10-05 00:00:00,PLACED
ORD00273,CUST0145,2025-07-01 00:11:00,CANCELLED
ORD00274,CUST0253,2024-01-09 07:05:00,CANCELLED
ORD00275,CUST0406,2024-11-15 00:00:00,PLACED
ORD00276,CUST0037,2024-05-29 01:17:00,SHIPPED
ORD00277,CUST0007,2024-07-15 08:52:00,SHIPPED
ORD00278,CUST0018,2025-01-29 14:15:00,PLACED
ORD00279,CUST0349,2025-06-17 21:13:00,DELIVERED
ORD00280,UNKNOWN,2024-06-11 20:46:00,RETURNED
ORD00281,CUST0102,2024-05-05 08:30:00,PLACED
ORD00282,CUST0223,2025-11-13 06:07:00,SHIPPED
ORD00283,CUST0125,2024-10-09 00:00:00,PLACED
ORD00284,CUST0080,2025-08-18 22:30:00,PLACED
ORD00285,CUST0317,2024-09-11 05:31:00,PLACED
ORD00286,CUST0275,2024-03-02 11:41:00,SHIPPED
ORD00287,CUST0404,2025-05-14 07:20:00,DELIVERED
ORD00288,UNKNOWN,2025-03-25 23:12:00,SHIPPED
ORD00289,CUST0287,2024-09-13 01:31:00,CANCELLED
ORD00290,CUST0166,2024-07-13 18:11:00,DELIVERED
ORD00291,CUST0080,2025-09-05 17:10:00,DELIVERED
ORD00292,UNKNOWN,2025-07-08 11:29:00,CANCELLED
ORD00293,CUST0398,2024-07-08 00:39:00,DELIVERED
ORD00294,CUST0098,2024-03-05 21:34:00,CANCELLED
ORD00295,CUST0210,2025-07-18 04:39:00,PLACED
ORD00296,CUST0428,2024-04-08 16:42:00,SHIPPED
ORD00297,CUST0051,2024-02-02 00:00:00,CANCELLED
ORD00298,CUST0303,2025-11-04 15:33:00,DELIVERED
ORD00299,CUST0477,2024-08-14 19:45:00,CANCELLED
ORD00300,CUST0185,2024-03-22 14:51:00,CANCELLED
ORD00301,CUST0137,2025-01-12 22:03:00,PLACED
ORD00302,CUST0050,2024-11-07 02:13:00,SHIPPED
ORD00303,CUST0337,2025-06-28 12:12:00,SHIPPED
ORD00304,CUST0055,2025-07-25 23:35:00,RETURNED
ORD00305,CUST0219,2025-01-01 21:29:00,SHIPPED
ORD00306,CUST0337,2024-07-03 17:25:00,RETURNED
ORD00307,CUST0167,2025-03-29 11:57:00,CANCELLED
ORD00308,CUST0312,2025-10-10 13:52:00,RETURNED
ORD00309,CUST0382,2024-08-07 12:49:00,CANCELLED
ORD00310,CUST0146,2025-04-03 12:00:00,RETURNED
ORD00311,CUST0114,2024-05-18 09:00:00,DELIVERED
ORD00312,CUST0284,2024-01-23 22:52:00,RETURNED
ORD00313,UNKNOWN,2025-08-08 04:06:00,SHIPPED
ORD00314,CUST0120,2024-09-28 11:56:00,DELIVERED
ORD00315,CUST0112,2024-04-04 18:25:00,DELIVERED
ORD00316,CUST0354,2025-05-09 05:31:00,PLACED
ORD00317,UNKNOWN,2025-09-01 20:19:00,CANCELLED
ORD00318,CUST0179,2024-03-21 01:58:00,CANCELLED
ORD00319,CUST0383,2025-03-02 03:55:00,RETURNED
ORD00320,CUST0028,2024-01-12 20:49:00,PLACED
ORD00321,CUST0258,2024-11-22 17:36:00,SHIPPED
ORD00322,CUST0498,2024-02-21 21:46:00,RETURNED
ORD00323,CUST0149,2025-08-12 16:05:00,SHIPPED
ORD00324,CUST0382,2024-05-15 00:00:00,CANCELLED
ORD00325,CUST0397,2024-09-25 02:25:00,SHIPPED
ORD00326,CUST0334,2025-05-07 17:12:00,RETURNED
ORD00327,CUST0037,2025-09-22 23:33:00,CANCELLED
ORD00328,CUST0058,2024-11-27 21:59:00,CANCELLED
ORD00329,CUST0305,2025-01-09 11:12:00,DELIVERED
ORD00330,CUST0412,2024-06-22 11:39:00,SHIPPED
ORD00331,CUST0103,2025-03-27 01:59:00,SHIPPED
ORD00332,CUST0486,2024-03-28 03:47:00,SHIPPED
ORD00333,CUST0057,2024-10-21 00:21:00,CANCELLED
ORD00334,CUST0109,2024-01-24 10:13:00,RETURNED
ORD00335,CUST0073,2024-09-21 17:30:00,PLACED
ORD00336,CUST0023,2025-01-20 18:57:00,PLACED
ORD00337,CUST0139,2024-10-17 06:50:00,PLACED
ORD00338,CUST0437,2024-03-09 12:42:00,DELIVERED
ORD00339,CUST0333,2024-04-20 00:18:00,CANCELLED
ORD00340,CUST0249,2025-06-04 22:06:00,RETURNED
ORD00341,CUST0235,2024-03-31 05:12:00,PLACED
ORD00342,CUST0171,2024-02-10 07:59:00,SHIPPED
ORD00343,CUST0321,2024-01-19 11:43:00,RETURNED
ORD00344,CUST0199,2024-10-09 01:40:00,PLACED
ORD00345,CUST0460,2025-07-22 08:14:00,SHIPPED
ORD00346,CUST0348,2024-03-30 23:24:00,SHIPPED
ORD00347,CUST0497,2025-03-03 07:36:00,RETURNED
ORD00348,CUST0335,2024-12-03 14:34:00,RETURNED
ORD00349,CUST0353,2025-12-01 06:55:00,RETURNED
ORD00350,CUST0075,2024-05-18 13:58:00,RETURNED
ORD00351,CUST0486,2024-06-10 10:04:00,SHIPPED
ORD00352,UNKNOWN,2024-11-21 04:46:00,CANCELLED
ORD00353,CUST0421,2025-02-25 09:28:00,DELIVERED
ORD00354,CUST0014,2024-06-04 06:06:00,RETURNED
ORD00355,CUST0119,2025-09-23 08:38:00,SHIPPED
ORD00356,CUST0245,2024-01-27 11:05:00,RETURNED
ORD00357,CUST0437,2025-04-25 22:41:00,CANCELLED
ORD00358,CUST0210,2024-05-20 05:12:00,PLACED
ORD00359,CUST0104,2024-10-03 13:14:00,PLACED
ORD00360,CUST0353,2024-06-30 14:55:00,CANCELLED
ORD00361,CUST0312,2024-09-09 13:25:00,CANCELLED
ORD00362,CUST0293,2024-11-16 12:39:00,RETURNED
ORD00363,UNKNOWN,2025-10-18 22:50:00,CANCELLED
ORD00364,CUST0377,2024-02-13 00:00:00,CANCELLED
ORD00365,CUST0226,2025-06-12 20:03:00,DELIVERED
ORD00366,CUST0314,2024-10-19 14:10:00,RETURNED
ORD00367,CUST0047,2024-05-25 14:53:00,PLACED
ORD00368,CUST0070,2024-07-03 18:57:00,DELIVERED
ORD00369,CUST0460,2025-04-06 00:11:00,SHIPPED
ORD00370,CUST0333,2025-04-10 02:16:00,SHIPPED
ORD00371,CUST0325,2024-05-06 02:07:00,RETURNED
ORD00372,CUST0314,2025-01-28 23:50:00,CANCELLED
ORD00373,CUST0468,2025-07-17 12:02:00,SHIPPED
ORD00374,CUST0027,2024-06-15 04:11:00,DELIVERED
ORD00375,CUST0461,2025-04-01 09:40:00,SHIPPED
ORD00376,CUST0235,2024-01-04 19:48:00,CANCELLED
ORD00377,CUST0122,2025-07-10 00:38:00,CANCELLED
ORD00378,CUST0308,2025-04-09 00:00:00,RETURNED
ORD00379,CUST0423,2024-10-11 19:40:00,SHIPPED
ORD00380,CUST0075,2024-05-31 01:41:00,RETURNED
ORD00381,CUST0026,2025-09-09 09:21:00,SHIPPED
ORD00382,CUST0355,2024-06-14 21:18:00,RETURNED
ORD00383,CUST0185,2025-07-29 05:29:00,PLACED
ORD00384,CUST0420,2024-11-02 10:23:00,CANCELLED
ORD00385,CUST0063,2025-07-17 02:18:00,DELIVERED
ORD00386,CUST0357,2024-12-03 16:26:00,PLACED
ORD00387,CUST0271,2024-04-21 18:46:00,CANCELLED
ORD00388,CUST0435,2025-09-11 22:18:00,RETURNED
ORD00389,CUST0315,2025-08-11 19:22:00,RETURNED
ORD00390,CUST0453,2025-10-09 15:31:00,DELIVERED
ORD00391,UNKNOWN,2024-07-17 00:07:00,PLACED
ORD00392,CUST0171,2024-07-31 19:26:00,SHIPPED
ORD00393,CUST0131,2024-01-12 20:12:00,DELIVERED
ORD00394,CUST0004,2024-11-03 16:35:00,DELIVERED
ORD00395,CUST0492,2024-12-15 00:00:00,SHIPPED
ORD00396,CUST0345,2024-07-17 10:53:00,CANCELLED
ORD00397,CUST0322,2024-02-06 20:08:00,RETURNED
ORD00398,CUST0476,2024-12-09 14:50:00,RETURNED
ORD00399,CUST0285,2024-11-02 18:46:00,SHIPPED
ORD00400,CUST0455,2025-08-14 21:21:00,PLACED
ORD00401,UNKNOWN,2024-06-01 08:53:00,RETURNED
ORD00402,CUST0305,2024-06-18 18:38:00,DELIVERED
ORD00403,CUST0045,2024-11-18 22:02:00,SHIPPED
ORD00404,CUST0111,2025-01-15 14:53:00,SHIPPED
ORD00405,UNKNOWN,2024-04-24 11:50:00,PLACED
ORD00406,CUST0464,2025-03-30 16:01:00,SHIPPED
ORD00407,CUST0159,2024-12-14 15:46:00,SHIPPED
ORD00408,CUST0106,2024-04-10 16:43:00,CANCELLED
ORD00409,CUST0003,2025-01-31 22:55:00,PLACED
ORD00410,CUST0024,2025-08-31 02:21:00,DELIVERED
ORD00411,CUST0457,2024-01-24 18:48:00,SHIPPED
ORD00412,CUST0396,2024-07-16 09:17:00,PLACED
ORD00413,CUST0008,2024-10-06 04:10:00,RETURNED
ORD00414,CUST0282,2025-06-10 03:13:00,SHIPPED
ORD00415,CUST0160,2024-10-17 18:15:00,DELIVERED
ORD00416,CUST0242,2025-07-07 14:03:00,PLACED
ORD00417,CUST0201,2024-04-18 12:03:00,RETURNED
ORD00418,CUST0229,2025-08-29 20:53:00,DELIVERED
ORD00419,CUST0415,2024-12-06 06:45:00,CANCELLED
ORD00420,CUST0471,2025-08-04 04:05:00,PLACED
ORD00421,CUST0393,2025-04-11 09:43:00,SHIPPED
ORD00422,CUST0133,2024-08-17 04:55:00,CANCELLED
ORD00423,CUST0404,2024-07-06 22:58:00,DELIVERED
ORD00424,CUST0058,2025-04-09 15:01:00,CANCELLED
ORD00425,CUST0295,2024-06-23 09:49:00,PLACED
ORD00426,CUST0285,2025-02-19 22:50:00,DELIVERED
ORD00427,CUST0123,2025-06-29 14:25:00,RETURNED
ORD00428,CUST0107,2024-06-11 15:24:00,RETURNED
ORD00429,CUST0279,2025-03-17 13:36:00,SHIPPED
ORD00430,CUST0365,2025-11-09 21:04:00,CANCELLED
ORD00431,CUST0285,2024-04-27 18:38:00,CANCELLED
ORD00432,CUST0056,2024-06-29 09:25:00,RETURNED
ORD00433,CUST0032,2025-01-23 10:31:00,SHIPPED
ORD00434,UNKNOWN,2025-08-17 20:51:00,SHIPPED
ORD00435,CUST0296,2025-04-08 17:18:00,SHIPPED
ORD00436,CUST0468,2025-11-28 10:19:00,CANCELLED
ORD00437,UNKNOWN,2024-12-18 02:37:00,CANCELLED
ORD00438,CUST0282,2024-05-10 09:03:00,PLACED
ORD00439,CUST0444,2025-07-27 00:00:00,CANCELLED
ORD00440,CUST0196,2025-08-27 12:40:00,CANCELLED
ORD00441,CUST0072,2025-07-12 06:42:00,CANCELLED
ORD00442,CUST0447,2025-01-03 13:09:00,SHIPPED
